Using TensorFlow backend.
2018-09-20 11:19:20.679252: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-09-20 11:19:21.081131: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: Tesla P100-SXM2-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.4805
pciBusID: 0000:05:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-09-20 11:19:21.374869: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 1 with properties: 
name: Tesla P100-SXM2-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.4805
pciBusID: 0000:06:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-09-20 11:19:21.763466: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 2 with properties: 
name: Tesla P100-SXM2-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.4805
pciBusID: 0000:84:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-09-20 11:19:22.121869: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 3 with properties: 
name: Tesla P100-SXM2-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.4805
pciBusID: 0000:85:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-09-20 11:19:22.122014: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1045] Device peer to peer matrix
2018-09-20 11:19:22.122062: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1051] DMA: 0 1 2 3 
2018-09-20 11:19:22.122083: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1061] 0:   Y Y Y Y 
2018-09-20 11:19:22.122099: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1061] 1:   Y Y Y Y 
2018-09-20 11:19:22.122113: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1061] 2:   Y Y Y Y 
2018-09-20 11:19:22.122126: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1061] 3:   Y Y Y Y 
2018-09-20 11:19:22.122158: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: Tesla P100-SXM2-16GB, pci bus id: 0000:05:00.0, compute capability: 6.0)
2018-09-20 11:19:22.122178: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:1) -> (device: 1, name: Tesla P100-SXM2-16GB, pci bus id: 0000:06:00.0, compute capability: 6.0)
2018-09-20 11:19:22.122194: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:2) -> (device: 2, name: Tesla P100-SXM2-16GB, pci bus id: 0000:84:00.0, compute capability: 6.0)
2018-09-20 11:19:22.122209: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:3) -> (device: 3, name: Tesla P100-SXM2-16GB, pci bus id: 0000:85:00.0, compute capability: 6.0)
Found 93 images belonging to 4 classes.
[<tf.Variable 'resnet_v1_50/logits/weights:0' shape=(1, 1, 2048, 4) dtype=float32_ref>, <tf.Variable 'resnet_v1_50/logits/biases:0' shape=(4,) dtype=float32_ref>]
(1.6722151, 0.375)
(1.5971789, 0.375)
(2.2682242, 0.15384615384615385)
(1.6604213, 0.3125)
(1.5400323, 0.6875)
(1.8333092, 0.23076923076923078)
(1.7180359, 0.375)
(1.4057772, 0.4375)
(1.2268066, 0.6923076923076923)
(1.4544504, 0.5)
(1.3638324, 0.5625)
(1.0291957, 0.7692307692307693)
(1.3950651, 0.375)
(1.4046404, 0.5625)
(1.4786781, 0.5384615384615384)
(1.3303311, 0.6875)
(1.7209321, 0.4375)
(1.5090533, 0.46153846153846156)
(1.3723154, 0.4375)
(1.2696304, 0.5)
(1.4559479, 0.6153846153846154)
(1.4024138, 0.5)
(1.286344, 0.625)
(1.3917446, 0.46153846153846156)
(1.5048512, 0.5)
(1.0900495, 0.5625)
(2.2040312, 0.38461538461538464)
(1.3928943, 0.4375)
(1.129241, 0.5625)
(1.607667, 0.6153846153846154)
(1.1291177, 0.6875)
(1.4821018, 0.625)
(1.4968315, 0.5384615384615384)
(1.7529483, 0.5)
(1.1846641, 0.5)
(1.493863, 0.5384615384615384)
(1.2172166, 0.5625)
(1.2095019, 0.625)
(1.5227838, 0.6153846153846154)
(1.4355528, 0.625)
(1.4990999, 0.625)
(0.9367092, 0.8461538461538461)
(1.1439389, 0.75)
(1.1116809, 0.6875)
(1.2397792, 0.6153846153846154)
(1.2188374, 0.8125)
(1.0395383, 0.6875)
(1.523963, 0.5384615384615384)
(1.3023347, 0.75)
(1.3376441, 0.625)
(0.78175795, 0.8461538461538461)
(0.8675244, 0.875)
(0.92288154, 0.8125)
(1.3192652, 0.6153846153846154)
(1.2012445, 0.6875)
(0.7922861, 0.75)
(0.9544157, 0.6923076923076923)
(1.3063534, 0.625)
(0.842999, 0.875)
(0.99301165, 0.8461538461538461)
(1.0791701, 0.75)
(1.4013433, 0.6875)
(1.2580606, 0.7692307692307693)
(1.0842657, 0.8125)
(0.8371632, 0.8125)
(1.4725988, 0.6153846153846154)
(1.4978703, 0.5625)
(1.1662128, 0.5625)
(1.2739296, 0.6923076923076923)
(0.8394935, 0.8125)
(0.9012932, 0.875)
(1.4759258, 0.5384615384615384)
(1.004689, 0.75)
(0.8136867, 0.8125)
(1.5610179, 0.5384615384615384)
(0.958187, 0.6875)
(0.968197, 0.625)
(1.1848129, 0.6923076923076923)
(1.0764016, 0.6875)
(0.77717316, 0.8125)
(1.4080181, 0.6153846153846154)
(1.1568507, 0.6875)
(0.57529074, 0.9375)
(1.6976877, 0.6153846153846154)
(1.1856291, 0.6875)
(1.0142086, 0.75)
(1.1513286, 0.7692307692307693)
(0.8145193, 0.8125)
(0.9202894, 0.6875)
(0.93785757, 0.7692307692307693)
(1.2028605, 0.75)
(1.1211427, 0.75)
(0.99561656, 0.7692307692307693)
(0.87064207, 0.75)
(1.4630587, 0.5625)
(0.64412344, 0.9230769230769231)
(0.88980037, 0.8125)
(1.0094923, 0.6875)
(1.4164294, 0.7692307692307693)
(0.93897825, 0.8125)
(1.0266243, 0.8125)
(0.9732032, 0.6923076923076923)
(1.1178083, 0.625)
(0.96622884, 0.8125)
(0.589911, 0.9230769230769231)
(0.92721546, 0.8125)
(0.5854149, 0.875)
(1.089085, 0.6923076923076923)
(0.5732104, 1.0)
(0.9434551, 0.75)
(1.0950958, 0.6923076923076923)
(1.4830054, 0.625)
(0.6382609, 0.875)
(0.6936654, 0.8461538461538461)
(0.98623383, 0.75)
(1.330025, 0.625)
(1.0507338, 0.7692307692307693)
(0.85907173, 0.8125)
(1.1363733, 0.75)
(1.1357194, 0.7692307692307693)
(1.2321808, 0.625)
(0.949773, 0.75)
(0.49920154, 0.9230769230769231)
(0.94158393, 0.75)
(1.2331514, 0.8125)
(1.023941, 0.7692307692307693)
(0.5126423, 0.9375)
(1.2476424, 0.75)
(1.1568131, 0.6923076923076923)
(0.6691149, 0.875)
(0.8130392, 0.75)
(0.52198535, 1.0)
(0.8238201, 0.8125)
(0.91474605, 0.875)
(0.73077905, 0.8461538461538461)
(1.032817, 0.75)
(0.6205304, 0.875)
(0.94808185, 0.8461538461538461)
(0.9183052, 0.8125)
(1.12902, 0.625)
(0.81062347, 0.8461538461538461)
(0.82644707, 0.875)
(1.0126797, 0.6875)
(0.8464622, 0.6923076923076923)
(1.4753054, 0.4375)
(1.3634923, 0.75)
(0.7503101, 0.7692307692307693)
(1.3662546, 0.6875)
(1.0089983, 0.6875)
(0.7495763, 0.7692307692307693)
(0.879748, 0.8125)
(0.7850972, 0.8125)
(0.6308403, 0.9230769230769231)
(1.2416852, 0.6875)
(0.9387539, 0.75)
(0.7383984, 0.8461538461538461)
(0.8618558, 0.8125)
(1.3848779, 0.625)
(0.9152934, 0.7692307692307693)
(0.9243212, 0.8125)
(0.7460807, 0.8125)
(1.1281072, 0.6923076923076923)
(0.727546, 0.8125)
(1.1225343, 0.5625)
(1.5135285, 0.6923076923076923)
(0.98284525, 0.8125)
(0.84469837, 0.75)
(1.125526, 0.6923076923076923)
(0.7430214, 0.8125)
(1.2151456, 0.75)
(1.0292166, 0.7692307692307693)
(0.5944591, 0.9375)
(0.721332, 0.8125)
(1.1668345, 0.7692307692307693)
(0.9593877, 0.75)
(0.9249966, 0.8125)
(0.8892394, 0.8461538461538461)
(0.71138036, 0.875)
(0.9186202, 0.75)
(1.228612, 0.5384615384615384)
(0.8171809, 0.75)
(1.233232, 0.6875)
(0.67023784, 0.8461538461538461)
(1.2603226, 0.75)
(0.89739436, 0.8125)
(0.9051311, 0.6923076923076923)
(0.51566434, 0.9375)
(1.1961634, 0.6875)
(0.8178662, 0.7692307692307693)
(1.0683341, 0.75)
(1.2673174, 0.625)
(1.0916005, 0.7692307692307693)
(1.0530267, 0.875)
(0.6994508, 0.8125)
(0.8347077, 0.7692307692307693)
(0.7344713, 0.875)
(0.9781584, 0.75)
(1.4010568, 0.6153846153846154)
(0.93320763, 0.75)
(1.2378516, 0.6875)
(0.834963, 0.7692307692307693)
(0.8717481, 0.75)
(0.9856479, 0.5625)
(1.0719545, 0.6923076923076923)
(1.082093, 0.8125)
(0.66136676, 0.875)
(0.6588564, 0.8461538461538461)
(0.9232226, 0.6875)
(0.78263545, 0.875)
(1.1176823, 0.6923076923076923)
(1.170777, 0.75)
(0.8238687, 0.6875)
(1.0568194, 0.7692307692307693)
(0.73132116, 0.875)
(1.1987132, 0.5625)
(0.9368562, 0.8461538461538461)
(0.733416, 0.9375)
(0.8416088, 0.75)
(0.9456663, 0.6923076923076923)
(0.82970333, 0.8125)
(0.9133373, 0.6875)
(0.96449643, 0.7692307692307693)
(0.93581665, 0.75)
(1.0641749, 0.625)
(1.0046039, 0.7692307692307693)
(1.559202, 0.625)
(0.8292456, 0.6875)
(1.0982944, 0.6923076923076923)
(0.7524903, 0.875)
(1.5345354, 0.6875)
(0.8907221, 0.6923076923076923)
(0.9575998, 0.75)
(0.91945314, 0.75)
(1.2871852, 0.6153846153846154)
(0.72013277, 0.8125)
(0.89123076, 0.875)
(1.575914, 0.6923076923076923)
(0.8620974, 0.75)
(1.1292943, 0.6875)
(0.6109239, 0.8461538461538461)
(1.0980623, 0.625)
(0.64668894, 0.8125)
(0.5286489, 0.9230769230769231)
(0.8030516, 0.8125)
(0.71935093, 0.875)
(0.8586425, 0.8461538461538461)
(0.6810354, 0.8125)
(0.92101026, 0.75)
(0.7665952, 0.7692307692307693)
(1.0105358, 0.6875)
(1.3526095, 0.6875)
(0.6519815, 0.8461538461538461)
(0.952584, 0.75)
(1.0771883, 0.6875)
(0.7862053, 0.6923076923076923)
(0.5486443, 0.9375)
(0.9702286, 0.75)
(0.8655219, 0.6923076923076923)
(0.631026, 0.875)
(1.0006577, 0.75)
(0.9409168, 0.6923076923076923)
(1.2221658, 0.625)
(0.82300067, 0.8125)
(1.0405331, 0.6153846153846154)
(0.565646, 0.875)
(1.0330997, 0.75)
(0.83381045, 0.8461538461538461)
(0.6916276, 0.875)
(0.91962427, 0.875)
(0.5225712, 0.8461538461538461)
(0.91787183, 0.6875)
(1.4335815, 0.625)
(0.5939218, 0.9230769230769231)
(0.9072818, 0.6875)
(1.2317654, 0.5625)
(0.7672241, 0.8461538461538461)
(1.0642049, 0.625)
(1.2591605, 0.75)
(1.0648634, 0.8461538461538461)
(0.80479527, 0.8125)
(1.0213158, 0.6875)
(0.7911418, 0.6923076923076923)
(1.0634532, 0.625)
(0.52505445, 0.875)
(1.6361188, 0.6153846153846154)
(1.0277067, 0.75)
(0.8475921, 0.75)
(0.8796902, 0.7692307692307693)
(0.78735495, 0.875)
(1.0382842, 0.75)
(1.0104246, 0.6923076923076923)
(1.1620483, 0.625)
(0.7923852, 0.8125)
(0.87481415, 0.8461538461538461)
(0.5878721, 0.875)
(0.68174255, 0.75)
(0.97211945, 0.8461538461538461)
(0.83337396, 0.75)
(1.3077073, 0.6875)
(0.9928361, 0.7692307692307693)
(1.0593678, 0.6875)
(1.1265765, 0.6875)
(0.74609387, 0.8461538461538461)
(0.966402, 0.75)
(0.8054548, 0.75)
(1.484923, 0.6153846153846154)
(0.6290354, 0.9375)
(1.2933114, 0.6875)
(1.18651, 0.7692307692307693)
(1.2298057, 0.625)
(1.050277, 0.75)
(0.8075891, 0.6923076923076923)
(1.2384713, 0.625)
